source_index,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
1235,7.756678950252448,186.68645891773843,22440.40104062623,7.462613332349711,342.9993828154195,320.9309662596464,19.57257183322662,,2.8424707084630283,0
617,6.284984822452388,196.77505624996635,29213.62038620881,8.52879260890159,334.4777947541068,574.5406714988471,11.095892522143686,,5.70328774274241,0
3025,7.149124567592087,202.58254227278624,23158.38909647046,6.067812010702551,302.00274315475485,301.9842395216359,17.622594764646465,42.29276649944741,3.787033414567679,0
2814,,256.9363777094222,13766.330789042637,5.083865924715691,290.31103360347373,384.90651624541937,17.7315232008296,58.3548558852614,3.9792968666884017,1
1568,8.83264111562239,199.4250376532799,25100.13140450449,6.817660238042554,,453.7579722364956,14.632438282320436,82.65063482137737,3.4521497364245355,1
1529,,184.0409883057969,23727.094105198827,4.964448947647604,277.6808372224047,382.8477409283204,10.213622575685974,75.56104956356143,3.714469252576865,1
711,7.68878591609137,209.18562534531952,29568.535852018093,9.817335635498171,294.3477322344588,355.6986132389772,13.918768617655758,71.68153964307832,3.9186731557714793,1
2033,8.549692514107981,236.8615045978861,17828.294523792538,4.752267562975149,341.03633696679213,423.1100796600702,15.313242765803466,80.93130520643619,3.039018778586744,1
382,5.772718094851822,213.3635445923109,26124.93141464389,8.63071896535268,273.2794476612648,465.5592858293696,8.006207773598419,59.964334433876736,6.494249467472996,1
2554,,250.57268298194916,24538.43729286854,7.287604792989669,345.1099622273243,426.10371511648304,13.984155688305291,60.15973017375827,6.099631872543664,0
2003,7.880685942702883,226.00384439783844,19486.881839128484,6.208574002625104,356.33807937208684,472.3690935108408,11.995239498247372,55.029165524817024,3.579983811082845,1
10,7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0
3034,6.988206154718959,144.20953523100556,33357.51586288418,6.771944512116585,,409.0067884769262,17.88033173967301,54.11178496280427,1.8996830017290975,0
2191,8.554096969890676,191.7084136291815,32112.569873527096,8.115355082281138,293.655798441055,518.9443622126387,8.56757958680248,58.06246254892554,3.563609859980968,0
1678,6.342671183447911,157.04612543664243,21079.6062064613,7.275077845532682,318.8534483286764,351.0242556927136,14.019148917843438,64.40749779849463,4.582591795430545,0
2821,9.75270322651984,269.6403780925448,10194.32541115761,7.97804398390079,298.0824622588364,580.0035335754574,12.56261489089428,51.35305213799345,3.4221104746990925,1
2069,7.446089059117263,179.14683615806922,17763.310992827992,9.876515048672626,328.4590221284618,364.1341733784949,12.98249106686984,49.05124066256485,2.9486574387124453,0
2807,,241.06692886610244,22656.714624811066,7.293822808555946,,315.6043274084115,16.404805250012828,46.13918260282824,3.735204450885166,1
35,5.115817063771218,191.95274297485884,19620.545328612152,6.060712994989327,323.8363839136296,441.7483793248687,10.96648615295345,49.23823132273568,3.9020887676437535,0
2362,7.859489939100051,211.31102858658863,31725.48776569772,7.519690678297841,313.34419794784225,433.4446652298256,15.909471399126062,,4.498069165936723,1
3171,7.273368228315567,175.0150826368574,14206.357322954953,7.839066572142404,337.6445728128531,322.4906894477517,18.107842094625028,58.181707396244455,4.196421036326544,1
456,6.256651147926919,181.0723072514765,16905.80152440072,11.586151077767036,,481.3070515511981,10.639743418752232,74.55724055984957,4.181050752789532,0
1297,4.265269639731993,199.49945148957448,25634.533284034696,5.91488443806432,260.26120564084937,300.5479287887852,12.19873249840566,55.94236582908737,4.900446069054143,0
2433,,240.03627870637945,23103.65353882712,8.643088653923114,339.1588774854099,487.4345547624096,15.19370366491188,88.78546912397026,3.980920352299426,1
3020,11.62114013448698,203.73036790881423,15102.237427658583,7.81641497645993,,447.0452134414225,21.63238464934801,61.80180430648998,3.472067461528145,0
2544,7.054266774415682,212.4291243157324,7450.074375057894,8.727110118375812,,396.052781798829,11.383953515835344,75.21933821052302,4.780615831540402,0
427,9.879071257570804,208.90564522641387,14673.670669338468,6.24024762050264,366.8176388395701,442.3374864089906,19.626021989762197,66.81658138804367,4.218831154474738,0
2052,8.297725877791718,222.43632124474937,20320.10845267344,7.32185864286384,297.1386868703105,374.1195224685182,15.779232784284488,93.44633014802731,4.166105473671524,0
2711,7.650683237261012,239.4901476171355,15326.925014361675,8.927896393026264,373.4363117236974,425.3363524592642,17.88359172083949,,4.043710883697663,1
253,6.800119090315878,242.0080815075149,39143.40332881009,9.50169458771527,187.1707143624393,376.45659307467866,11.43246634722874,73.7772750262626,3.854939899721073,1
1534,7.490786675734917,202.45806075548336,26551.370104695576,7.12077230286162,312.9340248000838,306.3455625068792,17.99816009986307,67.35607867941563,4.354535490634887,1
1169,,178.23365945534152,37861.44001203971,3.912714090018384,,535.0863948480063,17.545439535942705,64.07128834277817,5.11386970579597,1
2073,6.642613909578337,226.52783194423617,13730.259117124957,9.060766955581316,257.4594811240221,275.071712253359,12.77922980576028,,3.8077207988215465,0
1923,7.463915951229467,215.47906830550707,27150.39539959295,7.78291530782294,382.95873682470994,403.70350157171765,14.77709168899088,56.95693886003824,5.0758436044594175,1
1668,10.067632997838077,144.6139557266044,39716.13180392068,4.503365935931103,390.9103283338672,415.0507563086282,17.658793592851623,,3.7767889972620634,0
